Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productivity_Hours
837,6.90,3.40,5.70,3.00,5.00,3.37,High,18.30
838,9.40,2.20,9.80,0.10,2.50,3.79,High,14.20
839,5.50,0.20,5.90,3.20,9.20,2.74,High,18.10
840,9.70,3.40,6.50,0.30,4.10,3.48,High,17.50
841,5.80,0.50,5.60,3.10,9.00,2.73,High,18.40
842,9.90,2.70,9.70,0.20,1.50,3.23,High,14.30
843,6.90,2.20,5.40,0.00,9.50,3.27,High,18.60
844,7.10,2.00,7.10,0.10,7.70,3.34,Moderate,16.90
845,6.70,0.70,5.50,5.70,5.40,3.31,High,18.50
846,6.60,1.60,6.20,0.60,9.00,3.12,Moderate,17.80
847,5.90,3.20,8.40,3.30,3.20,3.05,Low,15.60
848,5.40,1.10,6.70,4.70,6.10,2.80,Low,17.30
849,10.00,1.00,9.40,3.00,0.60,3.40,High,14.60
850,7.00,3.90,5.90,4.80,2.40,2.78,High,18.10
851,6.70,2.90,7.10,3.50,3.80,3.09,Moderate,16.90
852,9.30,0.20,8.50,0.80,5.20,3.49,High,15.50
853,7.10,2.20,7.00,3.10,4.60,2.87,Moderate,17.00
854,5.70,0.60,9.70,5.30,2.70,3.18,Low,14.30
855,9.50,4.00,6.00,1.60,2.90,3.39,High,18.00
856,7.10,1.40,8.00,3.50,4.00,3.48,Moderate,16.00
857,5.80,1.90,7.80,3.40,5.10,3.01,Low,16.20
858,5.10,1.40,8.90,3.40,5.20,2.60,Low,15.10
859,6.30,2.80,7.80,4.80,2.30,3.08,Moderate,16.20
860,7.40,0.50,6.30,2.50,7.30,3.40,Moderate,17.70
861,8.00,2.10,6.40,0.00,7.50,2.83,Moderate,17.60
862,8.70,0.10,7.90,5.60,1.70,3.30,High,16.10
863,5.90,1.90,5.50,3.80,6.90,2.45,High,18.50
864,7.60,3.60,6.00,0.10,6.70,3.38,Moderate,18.00
865,9.30,2.30,9.50,1.70,1.20,3.34,High,14.50
866,8.70,3.70,7.90,0.70,3.00,3.57,High,16.10
867,6.30,0.80,6.20,1.80,8.90,3.37,Moderate,17.80
868,7.10,2.50,5.40,0.50,8.50,3.33,High,18.60
869,5.90,2.10,6.10,1.70,8.20,3.13,Low,17.90
870,5.10,2.60,8.30,4.80,3.20,2.69,Low,15.70
871,9.70,0.10,5.80,5.30,3.10,3.92,High,18.20
872,8.30,2.70,9.70,3.30,0.00,2.95,High,14.30
873,8.60,1.10,9.40,0.20,4.70,3.36,High,14.60
874,6.30,0.90,5.70,5.20,5.90,2.90,High,18.30
875,7.50,2.70,6.20,4.50,3.10,2.97,Moderate,17.80
876,7.10,0.80,9.90,3.90,2.30,3.28,Moderate,14.10
877,9.70,1.20,8.90,3.20,1.00,3.26,High,15.10
878,8.40,2.90,7.90,1.00,3.80,3.20,High,16.10
879,7.50,1.20,7.10,3.90,4.30,2.96,Moderate,16.90
880,7.00,1.10,6.00,4.70,5.20,3.20,Moderate,18.00
881,9.50,1.50,8.80,3.80,0.40,3.36,High,15.20
882,9.80,1.50,6.70,0.40,5.60,3.54,High,17.30
883,7.40,0.40,6.20,1.90,8.10,3.16,Moderate,17.80
884,6.50,3.40,9.30,3.70,1.10,3.02,Moderate,14.70
885,5.70,2.80,9.70,4.00,1.80,2.86,Low,14.30
886,8.20,2.00,5.60,1.90,6.30,2.81,High,18.40
887,9.00,3.40,5.70,5.60,0.30,3.59,High,18.30
888,8.80,3.20,9.70,0.70,1.60,3.07,High,14.30
889,9.30,0.50,8.50,4.20,1.50,3.17,High,15.50
890,9.40,0.70,5.30,4.30,4.30,3.57,High,18.70
891,7.40,3.40,6.90,1.00,5.30,3.15,Moderate,17.10
892,5.90,2.90,7.60,3.60,4.00,3.13,Low,16.40
893,7.30,3.30,9.10,3.10,1.20,3.34,Moderate,14.90
894,6.80,3.50,8.60,0.60,4.50,3.23,Moderate,15.40
895,7.00,3.50,5.20,5.80,2.50,3.26,High,18.80
896,6.40,1.00,9.70,1.80,5.10,3.25,Moderate,14.30
897,8.90,1.60,5.70,0.10,7.70,3.42,High,18.30
898,6.80,1.40,6.70,3.10,6.00,3.03,Moderate,17.30
899,7.20,3.50,7.50,2.90,2.90,3.04,Moderate,16.50
900,8.30,2.40,7.10,2.50,3.70,3.22,High,16.90
901,8.90,0.80,9.10,3.40,1.80,3.10,High,14.90
902,6.30,3.00,7.60,1.90,5.20,2.48,Moderate,16.40
903,8.00,4.00,7.20,4.40,0.40,3.11,Moderate,16.80
904,6.00,1.70,6.10,0.00,10.20,2.87,Moderate,17.90
905,9.60,3.40,8.70,0.40,1.90,3.50,High,15.30
906,7.20,0.50,7.60,2.10,6.60,3.11,Moderate,16.40
907,6.90,2.50,8.60,0.70,5.30,3.29,Moderate,15.40
908,6.70,1.80,8.40,3.10,4.00,2.92,Moderate,15.60
909,9.30,3.50,5.00,4.70,1.50,3.45,High,19.00
910,7.40,3.90,8.80,1.00,2.90,3.11,Moderate,15.20
911,7.70,4.00,9.30,0.30,2.70,2.96,Moderate,14.70
912,5.00,1.60,6.20,4.90,6.30,3.01,Low,17.80
913,6.70,3.30,5.00,1.80,7.20,2.85,High,19.00
914,5.30,0.70,7.80,1.70,8.50,2.64,Low,16.20
915,7.10,1.50,9.40,5.40,0.60,2.65,Moderate,14.60
916,5.50,3.80,5.30,1.80,7.60,2.81,High,18.70
917,6.50,1.30,5.80,4.70,5.70,3.04,High,18.20
918,5.60,0.30,9.50,1.10,7.50,2.66,Low,14.50
919,9.10,2.20,5.40,5.70,1.60,3.48,High,18.60
920,5.80,3.40,5.10,3.10,6.60,2.79,High,18.90
921,8.80,3.70,9.50,1.60,0.40,3.29,High,14.50
922,6.40,1.20,6.90,2.40,7.10,3.00,Moderate,17.10
923,7.70,0.60,8.50,1.00,6.20,3.16,Moderate,15.50
924,9.00,3.00,8.20,0.60,3.20,2.96,High,15.80
925,7.70,0.30,6.90,2.50,6.60,3.08,Moderate,17.10
926,5.90,1.60,9.70,0.80,6.00,2.86,Low,14.30
927,8.80,0.40,9.90,1.90,3.00,3.19,High,14.10
928,8.10,0.80,5.70,5.60,3.80,3.45,High,18.30
929,9.60,3.50,8.10,2.30,0.50,3.40,High,15.90
930,6.60,2.50,6.80,0.90,7.20,2.88,Moderate,17.20
931,8.00,3.30,6.90,0.80,5.00,3.08,Moderate,17.10
932,6.50,2.60,8.00,4.20,2.70,2.83,Moderate,16.00
933,6.80,3.30,6.00,2.80,5.10,2.92,Moderate,18.00
934,5.50,3.50,6.70,4.10,4.20,2.92,Low,17.30
935,5.10,2.80,6.60,0.30,9.20,2.49,Low,17.40
936,6.90,0.30,5.70,1.80,9.30,3.15,High,18.30
937,5.40,3.60,5.00,2.90,7.10,2.74,High,19.00
938,9.60,0.60,9.80,0.80,3.20,3.29,High,14.20
939,8.70,2.20,9.40,2.00,1.70,3.03,High,14.60
940,5.80,3.70,6.60,2.20,5.70,2.90,Low,17.40
941,8.80,1.40,9.80,3.00,1.00,3.51,High,14.20
942,5.20,1.00,7.30,1.40,9.10,2.83,Low,16.70
943,8.70,3.70,7.10,1.50,3.00,3.29,High,16.90
944,7.40,1.40,9.50,3.20,2.50,3.22,Moderate,14.50
945,8.80,3.20,6.70,2.30,3.00,3.24,High,17.30
946,9.00,3.80,8.10,2.30,0.80,3.55,High,15.90
947,9.00,3.40,7.00,0.20,4.40,3.68,High,17.00
948,7.30,3.00,6.80,3.80,3.10,2.91,Moderate,17.20
949,5.90,3.00,7.70,1.20,6.20,3.09,Low,16.30
950,7.40,0.90,9.80,4.20,1.70,2.94,Moderate,14.20
951,9.80,1.70,7.40,4.60,0.50,3.84,High,16.60
952,6.30,1.80,5.60,1.20,9.10,2.99,High,18.40
953,5.00,0.20,9.90,1.50,7.40,2.94,Low,14.10
954,7.80,0.60,8.60,3.60,3.40,3.26,Moderate,15.40
955,8.70,3.10,9.90,1.30,1.00,3.55,High,14.10
956,5.30,3.60,5.60,2.00,7.50,2.53,High,18.40
957,9.10,2.40,7.00,2.60,2.90,3.28,High,17.00
958,9.30,0.40,8.90,4.60,0.80,3.58,High,15.10
959,5.90,1.70,5.80,4.20,6.40,3.32,High,18.20
960,6.00,0.80,5.20,1.90,10.10,3.01,High,18.80
961,7.80,3.40,8.30,2.00,2.50,3.18,Moderate,15.70
962,6.30,0.20,8.60,0.70,8.20,3.10,Moderate,15.40
963,6.50,2.10,7.80,3.60,4.00,2.90,Moderate,16.20
964,8.10,3.90,8.60,3.10,0.30,2.99,High,15.40
965,8.80,2.40,6.00,4.00,2.80,3.59,High,18.00
966,7.40,2.10,6.70,3.10,4.70,3.44,Moderate,17.30
967,6.00,3.20,5.90,0.50,8.40,3.28,High,18.10
968,7.20,1.10,7.80,2.10,5.80,2.93,Moderate,16.20
969,9.70,3.70,7.50,1.00,2.10,3.04,High,16.50
970,9.60,0.00,7.80,4.40,2.20,3.38,High,16.20
971,7.40,0.30,9.90,3.10,3.30,2.84,Moderate,14.10
972,7.40,1.70,5.40,0.60,8.90,3.23,High,18.60
973,9.20,1.00,6.00,3.00,4.80,3.18,High,18.00
974,5.20,0.20,9.20,0.70,8.70,2.82,Low,14.80
975,5.20,1.80,9.20,1.60,6.20,2.68,Low,14.80
976,7.20,2.30,7.90,2.00,4.60,3.06,Moderate,16.10
977,6.60,0.40,6.80,0.60,9.60,3.31,Moderate,17.20
978,6.40,2.50,7.30,2.90,4.90,3.12,Moderate,16.70
979,8.80,1.10,6.60,5.50,2.00,3.32,High,17.40
980,9.60,2.40,7.70,1.10,3.20,3.30,High,16.30
981,6.70,3.40,7.80,3.10,3.00,2.98,Moderate,16.20
982,8.00,0.30,8.40,5.60,1.70,3.28,Moderate,15.60
983,7.90,0.50,7.90,4.60,3.10,3.38,Moderate,16.10
984,8.20,3.60,8.10,0.50,3.60,3.18,High,15.90
985,6.50,0.80,9.50,4.60,2.60,2.74,Moderate,14.50
986,5.90,3.00,7.40,1.40,6.30,3.10,Low,16.60
987,8.10,0.20,6.60,2.80,6.30,3.14,High,17.40
988,6.00,3.10,7.10,3.40,4.40,2.84,Moderate,16.90
989,5.10,0.10,7.20,4.90,6.70,2.94,Low,16.80
990,6.90,3.30,5.70,5.60,2.50,3.05,High,18.30
991,8.80,3.80,8.40,1.10,1.90,3.30,High,15.60
992,6.70,2.80,8.80,5.30,0.40,3.05,Moderate,15.20
993,6.00,3.20,8.70,0.40,5.70,2.60,Moderate,15.30
994,6.50,3.90,8.20,3.90,1.50,2.82,Moderate,15.80
995,9.90,1.50,9.00,1.60,2.00,3.44,High,15.00
996,9.70,0.90,6.60,4.50,2.30,3.50,High,17.40
997,7.00,2.40,7.20,4.50,2.90,3.00,Moderate,16.80
998,5.80,1.40,7.00,0.30,9.50,2.49,Low,17.00
999,7.90,3.50,5.80,3.60,3.20,3.01,High,18.20
1000,8.50,1.60,7.50,0.00,6.40,3.63,High,16.50
1001,8.50,2.60,5.20,2.20,5.50,3.26,High,18.80
1002,7.50,3.60,8.60,2.50,1.80,3.19,Moderate,15.40
1003,9.00,3.50,7.30,2.00,2.20,3.43,High,16.70
1004,8.50,0.30,9.30,2.80,3.10,3.26,High,14.70
1005,5.30,2.20,7.10,5.30,4.10,2.90,Low,16.90
1006,7.80,0.20,9.90,3.10,3.00,3.07,Moderate,14.10
1007,6.50,1.90,9.30,1.80,4.50,2.92,Moderate,14.70
1008,6.50,3.10,7.40,1.40,5.60,2.93,Moderate,16.60
1009,5.80,1.30,9.70,2.10,5.10,2.87,Low,14.30
1010,5.90,3.60,7.30,4.30,2.90,2.95,Low,16.70
1011,9.90,0.20,5.50,4.30,4.10,3.32,High,18.50
1012,5.20,0.10,8.90,0.80,9.00,2.66,Low,15.10
1013,7.30,2.40,7.10,0.20,7.00,3.17,Moderate,16.90
1014,7.20,2.10,7.40,2.30,5.00,3.13,Moderate,16.60
1015,9.40,3.60,6.70,2.60,1.70,2.81,High,17.30
1016,6.40,3.80,5.70,3.50,4.60,3.07,High,18.30
1017,6.40,1.10,7.00,6.00,3.50,2.98,Moderate,17.00
1018,5.40,0.60,7.20,3.10,7.70,2.68,Low,16.80
1019,6.30,1.30,5.40,1.80,9.20,3.10,High,18.60
1020,9.50,0.00,9.10,5.10,0.30,3.05,High,14.90
1021,5.50,0.60,9.80,3.20,4.90,3.20,Low,14.20
1022,8.70,4.00,6.40,2.60,2.30,3.21,High,17.60
1023,7.70,1.60,5.80,5.90,3.00,3.15,High,18.20
1024,8.00,0.90,7.70,4.20,3.20,3.44,Moderate,16.30
1025,7.60,4.00,8.10,1.60,2.70,3.02,Moderate,15.90
1026,6.90,1.40,7.20,4.70,3.80,3.14,Moderate,16.80
1027,7.40,3.20,7.90,1.90,3.60,2.99,Moderate,16.10
1028,6.10,2.00,6.30,0.10,9.50,3.05,Moderate,17.70
1029,8.20,2.00,7.20,5.80,0.80,3.45,High,16.80
1030,5.70,2.30,9.30,3.50,3.20,2.90,Low,14.70
1031,8.60,1.50,5.50,2.70,5.70,3.49,High,18.50
1032,6.20,3.90,9.80,1.00,3.10,2.87,Moderate,14.20
1033,6.70,3.60,9.80,1.70,2.20,3.06,Moderate,14.20
1034,8.40,1.10,8.70,0.30,5.50,2.86,High,15.30
1035,5.20,1.50,6.80,1.90,8.60,2.38,Low,17.20
1036,6.00,1.20,9.90,2.50,4.40,2.88,Moderate,14.10
1037,7.20,2.30,9.90,1.10,3.50,3.31,Moderate,14.10
1038,8.00,0.40,8.40,0.40,6.80,3.39,Moderate,15.60
1039,8.00,3.00,6.10,5.00,1.90,2.90,Moderate,17.90
1040,5.70,3.80,5.40,1.20,7.90,2.81,High,18.60
1041,6.70,2.50,7.70,0.80,6.30,2.81,Moderate,16.30
1042,6.10,1.60,8.50,1.30,6.50,2.76,Moderate,15.50
1043,6.80,1.60,9.90,5.40,0.30,2.89,Moderate,14.10
1044,5.30,1.30,6.30,3.00,8.10,2.94,Low,17.70
1045,8.90,3.40,9.20,0.90,1.60,3.11,High,14.80
1046,5.30,2.80,5.00,2.50,8.40,3.02,High,19.00
1047,6.60,2.80,8.80,1.80,4.00,2.87,Moderate,15.20
1048,7.20,2.90,8.50,5.30,0.10,3.26,Moderate,15.50
1049,6.10,2.60,8.00,5.50,1.80,3.01,Moderate,16.00
1050,7.80,1.10,7.40,2.00,5.70,3.04,Moderate,16.60
1051,7.90,3.60,7.80,3.00,1.70,3.05,Moderate,16.20
1052,6.20,2.00,6.60,1.10,8.10,2.94,Moderate,17.40
1053,7.50,1.30,6.30,2.80,6.10,3.21,Moderate,17.70
1054,5.50,3.10,9.00,4.60,1.80,2.97,Low,15.00
1055,5.60,2.60,9.20,3.50,3.10,2.72,Low,14.80
1056,7.60,0.10,8.20,0.50,7.60,3.56,Moderate,15.80
1057,7.20,1.20,7.70,0.80,7.10,3.28,Moderate,16.30
1058,5.80,0.40,5.70,5.30,6.80,3.00,High,18.30
1059,7.60,1.90,5.50,3.90,5.10,3.17,High,18.50
1060,8.10,0.30,5.60,0.30,9.70,3.25,High,18.40
1061,6.30,0.50,6.30,2.30,8.60,2.97,Moderate,17.70
1062,9.20,2.80,5.60,4.40,2.00,3.50,High,18.40
1063,6.40,2.60,6.70,6.00,2.30,2.78,Moderate,17.30
1064,9.70,0.10,8.50,4.10,1.60,3.26,High,15.50
1065,9.20,3.90,9.90,0.10,0.90,3.48,High,14.10
1066,8.20,0.50,8.30,5.90,1.10,3.44,High,15.70
1067,9.60,1.80,5.20,2.20,5.20,3.55,High,18.80
1068,7.30,0.20,7.10,2.80,6.60,3.27,Moderate,16.90
1069,9.60,2.60,6.60,2.70,2.50,3.37,High,17.40
1070,6.80,2.70,8.30,4.30,1.90,2.58,Moderate,15.70
1071,6.30,1.30,5.60,3.90,6.90,2.97,High,18.40
1072,9.30,3.60,7.20,1.80,2.10,3.30,High,16.80
1073,5.40,2.70,9.10,1.50,5.30,3.04,Low,14.90
1074,9.40,1.00,7.80,1.10,4.70,3.36,High,16.20
1075,5.50,3.60,9.10,4.40,1.40,2.44,Low,14.90
1076,7.70,0.40,8.80,3.50,3.60,3.00,Moderate,15.20
1077,5.90,0.80,5.90,0.30,11.10,3.11,High,18.10
1078,5.10,0.20,7.90,4.90,5.90,2.82,Low,16.10
1079,6.60,1.40,8.00,1.60,6.40,3.23,Moderate,16.00
1080,8.70,2.70,6.00,2.10,4.50,3.67,High,18.00
1081,5.60,0.50,8.40,5.20,4.30,2.86,Low,15.60
1082,5.90,0.40,9.10,3.50,5.10,2.96,Low,14.90
1083,8.10,3.10,8.50,3.60,0.70,3.12,High,15.50
1084,8.20,1.30,9.80,0.20,4.50,3.38,High,14.20
1085,7.90,0.70,8.60,1.10,5.70,3.18,Moderate,15.40
1086,9.60,0.80,5.70,4.60,3.30,3.12,High,18.30
1087,7.50,3.60,5.70,3.90,3.30,3.01,High,18.30
1088,8.40,2.40,8.80,1.40,3.00,3.17,High,15.20
1089,7.20,1.60,9.90,1.50,3.80,2.89,Moderate,14.10
1090,7.80,1.00,9.60,1.50,4.10,2.90,Moderate,14.40
1091,9.50,0.40,8.30,5.30,0.50,3.56,High,15.70
1092,8.40,1.20,5.90,1.80,6.70,3.25,High,18.10
1093,5.50,0.60,5.50,2.50,9.90,2.74,High,18.50
1094,5.70,2.60,6.00,0.60,9.10,2.92,Low,18.00
1095,5.80,3.70,9.10,1.90,3.50,2.97,Low,14.90
1096,8.40,2.70,8.10,1.30,3.50,3.68,High,15.90
1097,5.20,1.80,9.50,3.40,4.10,2.88,Low,14.50
1098,8.40,3.90,9.90,1.20,0.60,3.08,High,14.10
1099,6.20,3.20,5.50,4.70,4.40,2.89,High,18.50
1100,8.20,1.70,7.20,1.90,5.00,3.38,High,16.80
1101,8.80,3.70,9.70,0.30,1.50,3.39,High,14.30
1102,6.30,0.30,6.30,5.50,5.60,3.06,Moderate,17.70
1103,8.20,2.90,6.30,4.30,2.30,3.21,High,17.70
1104,8.10,0.60,9.10,1.40,4.80,3.15,High,14.90
1105,8.30,1.60,8.00,0.60,5.50,3.40,High,16.00
1106,10.00,0.80,6.30,4.00,2.90,3.39,High,17.70
1107,9.80,3.70,7.50,2.40,0.60,3.35,High,16.50
1108,6.40,3.30,6.90,0.50,6.90,2.90,Moderate,17.10
1109,6.70,3.90,8.10,2.20,3.10,2.89,Moderate,15.90
1110,5.40,0.20,5.60,3.50,9.30,2.98,High,18.40
1111,9.60,2.00,9.20,1.40,1.80,3.64,High,14.80
1112,5.90,1.40,8.20,0.40,8.10,3.07,Low,15.80
1113,6.80,2.10,10.00,2.40,2.70,2.96,Moderate,14.00
1114,9.00,2.40,9.40,1.30,1.90,3.61,High,14.60
1115,8.00,2.50,7.10,0.90,5.50,3.13,Moderate,16.90
1116,6.10,2.90,6.60,3.00,5.40,3.01,Moderate,17.40
1117,5.80,3.80,9.30,4.40,0.70,3.16,Low,14.70
1118,5.70,0.00,5.10,3.50,9.70,2.75,High,18.90
1119,7.30,2.10,5.00,2.50,7.10,3.00,High,19.00
1120,8.70,0.90,9.10,3.10,2.20,3.65,High,14.90
1121,6.10,0.90,8.10,5.00,3.90,2.61,Moderate,15.90
1122,9.30,2.70,7.20,2.30,2.50,3.29,High,16.80
1123,6.00,2.50,6.80,6.00,2.70,2.50,Moderate,17.20
1124,7.80,3.70,9.00,1.60,1.90,2.60,Moderate,15.00
1125,8.60,2.30,7.50,1.10,4.50,2.97,High,16.50
1126,9.60,1.30,9.80,1.80,1.50,3.39,High,14.20
1127,8.20,2.20,5.60,2.30,5.70,3.28,High,18.40
1128,7.20,3.10,6.10,1.00,6.60,2.92,Moderate,17.90
1129,7.00,3.70,8.60,2.00,2.70,2.88,Moderate,15.40
1130,9.90,2.70,6.40,2.90,2.10,3.49,High,17.60
1131,5.50,3.90,5.90,3.90,4.80,2.99,High,18.10
1132,8.90,2.70,8.10,3.80,0.50,3.14,High,15.90
1133,5.40,1.30,6.20,5.90,5.20,3.10,Low,17.80
1134,8.40,0.80,6.20,1.70,6.90,3.12,High,17.80
1135,7.10,0.90,5.10,5.30,5.60,3.05,High,18.90
1136,6.70,0.00,8.40,5.00,3.90,3.05,Moderate,15.60
1137,5.70,0.60,9.00,3.70,5.00,2.88,Low,15.00
1138,6.50,1.50,8.80,4.90,2.30,2.88,Moderate,15.20
1139,7.00,3.80,7.00,4.60,1.60,3.24,Moderate,17.00
1140,9.50,0.30,9.70,3.70,0.80,3.42,High,14.30
1141,9.00,0.80,9.00,4.40,0.80,3.37,High,15.00
1142,5.20,0.60,7.70,3.50,7.00,2.77,Low,16.30
1143,8.20,0.10,9.80,0.30,5.60,3.37,High,14.20
1144,8.30,3.30,5.10,3.30,4.00,3.27,High,18.90
1145,7.30,2.00,5.40,4.10,5.20,3.41,High,18.60
1146,7.40,0.60,8.20,1.00,6.80,3.11,Moderate,15.80
1147,9.40,2.50,5.80,5.80,0.50,3.25,High,18.20
1148,8.10,1.00,9.00,4.80,1.10,3.22,High,15.00
1149,9.90,2.00,7.30,3.60,1.20,3.51,High,16.70
1150,7.70,0.40,7.10,5.10,3.70,2.94,Moderate,16.90
1151,9.30,0.40,5.50,1.60,7.20,3.29,High,18.50
1152,8.10,1.40,8.90,1.30,4.30,3.27,High,15.10
1153,8.20,0.90,8.60,5.20,1.10,3.03,High,15.40
1154,7.10,0.60,8.50,4.60,3.20,3.11,Moderate,15.50
1155,5.50,2.00,9.10,5.60,1.80,2.95,Low,14.90
1156,7.70,1.60,9.20,2.70,2.80,3.16,Moderate,14.80
1157,7.40,2.00,9.20,4.50,0.90,2.77,Moderate,14.80
1158,7.50,2.30,6.20,4.80,3.20,2.93,Moderate,17.80
1159,7.40,1.30,5.50,1.40,8.40,3.09,High,18.50
1160,5.80,1.80,6.50,0.20,9.70,2.92,Low,17.50
1161,6.60,2.20,7.80,2.10,5.30,3.09,Moderate,16.20
1162,6.90,1.00,6.20,2.70,7.20,3.02,Moderate,17.80
1163,8.80,0.80,8.50,0.10,5.80,3.61,High,15.50
1164,6.70,2.30,6.00,4.50,4.50,2.92,Moderate,18.00
1165,5.30,3.40,6.00,5.20,4.10,3.06,Low,18.00
1166,6.60,3.60,5.60,1.10,7.10,2.82,High,18.40
1167,7.50,0.30,6.00,5.70,4.50,3.11,Moderate,18.00
1168,9.60,2.20,6.30,4.10,1.80,3.49,High,17.70
1169,8.30,4.00,6.30,3.60,1.80,3.36,High,17.70
1170,7.50,1.20,5.80,1.70,7.80,3.25,High,18.20
1171,6.90,3.00,7.70,0.50,5.90,3.17,Moderate,16.30
1172,8.20,3.20,7.30,1.90,3.40,3.20,High,16.70
1173,5.50,3.50,8.90,1.00,5.10,2.30,Low,15.10
1174,8.10,3.80,7.90,2.30,1.90,3.72,High,16.10
1175,5.30,0.30,5.90,0.20,12.30,2.97,High,18.10
1176,5.70,3.30,5.80,1.80,7.40,3.04,High,18.20
1177,6.20,1.50,6.30,2.90,7.10,2.97,Moderate,17.70
1178,5.30,0.60,5.30,3.80,9.00,2.79,High,18.70
1179,5.30,3.30,7.60,3.20,4.60,2.55,Low,16.40
1180,6.00,1.30,8.00,1.30,7.40,2.95,Moderate,16.00
1181,5.60,3.90,5.10,4.80,4.60,2.70,High,18.90
1182,5.70,0.60,8.50,3.90,5.30,3.05,Low,15.50
1183,8.90,3.70,8.50,0.50,2.40,3.46,High,15.50
1184,6.00,0.30,8.50,2.40,6.80,2.81,Moderate,15.50
1185,9.60,2.60,5.50,5.70,0.60,3.28,High,18.50
1186,7.00,0.20,7.50,0.70,8.60,2.81,Moderate,16.50
1187,7.00,1.40,8.90,4.80,1.90,2.97,Moderate,15.10
1188,6.90,0.60,9.00,4.20,3.30,2.83,Moderate,15.00
1189,6.00,1.50,5.50,3.80,7.20,2.80,High,18.50
1190,7.90,3.60,7.80,0.80,3.90,3.45,Moderate,16.20
1191,6.90,3.40,8.20,3.60,1.90,3.37,Moderate,15.80
1192,8.80,2.40,5.80,4.80,2.20,3.38,High,18.20
1193,8.60,0.30,7.30,1.00,6.80,3.51,High,16.70
1194,8.10,2.70,9.20,0.90,3.10,2.78,High,14.80
1195,5.60,3.40,5.80,5.80,3.40,2.84,High,18.20
1196,9.90,0.40,6.50,3.80,3.40,3.73,High,17.50
1197,6.80,3.70,5.30,3.30,4.90,3.37,High,18.70
1198,6.30,1.50,9.20,1.20,5.80,3.15,Moderate,14.80
1199,9.10,2.30,8.80,2.70,1.10,3.43,High,15.20
1200,9.30,1.70,9.80,1.40,1.80,3.12,High,14.20
1201,5.70,1.60,9.80,1.90,5.00,2.72,Low,14.20
1202,8.60,1.20,8.90,2.30,3.00,3.24,High,15.10
1203,7.40,3.10,6.90,2.70,3.90,2.82,Moderate,17.10
1204,7.60,3.20,6.80,3.10,3.30,2.87,Moderate,17.20
1205,8.40,1.10,6.40,5.60,2.50,3.37,High,17.60
1206,8.20,0.10,8.10,3.10,4.50,3.56,High,15.90
1207,7.70,1.40,5.40,1.20,8.30,3.13,High,18.60
1208,7.30,0.20,5.20,4.30,7.00,3.21,High,18.80
1209,7.70,2.00,6.20,4.50,3.60,3.07,Moderate,17.80
1210,7.30,1.10,6.20,3.90,5.50,3.00,Moderate,17.80
1211,8.30,3.30,7.10,0.40,4.90,3.56,High,16.90
1212,5.00,2.10,5.20,3.40,8.30,2.90,High,18.80
1213,9.60,3.90,7.70,1.30,1.50,3.47,High,16.30
1214,5.30,1.90,6.20,2.80,7.80,2.87,Low,17.80
1215,7.30,2.30,6.80,1.00,6.60,3.35,Moderate,17.20
1216,8.30,1.40,9.70,4.20,0.40,3.25,High,14.30
1217,6.00,0.20,8.70,5.00,4.10,3.04,Moderate,15.30
1218,5.10,1.00,7.30,3.80,6.80,3.24,Low,16.70
1219,7.80,3.00,6.40,3.40,3.40,3.14,Moderate,17.60
1220,8.80,2.80,10.00,0.70,1.70,3.16,High,14.00
1221,7.50,1.30,7.20,5.10,2.90,3.27,Moderate,16.80
1222,6.00,3.50,5.30,5.30,3.90,2.97,High,18.70
1223,6.60,1.30,7.60,5.60,2.90,2.96,Moderate,16.40
1224,9.30,1.60,6.00,2.50,4.60,3.31,High,18.00
1225,6.90,3.70,8.80,2.30,2.30,3.03,Moderate,15.20
1226,5.30,1.00,7.20,0.90,9.60,2.85,Low,16.80
1227,9.70,3.10,6.30,2.90,2.00,3.50,High,17.70
1228,9.40,2.10,8.90,2.00,1.60,3.43,High,15.10
1229,7.80,0.50,5.60,3.20,6.90,3.36,High,18.40
1230,9.80,1.90,5.30,3.30,3.70,3.93,High,18.70
1231,9.20,4.00,7.20,1.20,2.40,3.10,High,16.80
1232,5.20,1.40,6.30,4.10,7.00,3.12,Low,17.70
1233,9.70,1.10,9.10,0.20,3.90,3.30,High,14.90
1234,9.70,3.10,8.30,2.40,0.50,3.47,High,15.70
1235,8.20,3.90,8.60,3.10,0.20,3.02,High,15.40
1236,7.60,0.50,8.00,2.90,5.00,3.15,Moderate,16.00
1237,8.10,0.00,6.00,2.90,7.00,3.19,High,18.00
1238,7.10,2.90,8.00,1.80,4.20,3.17,Moderate,16.00
1239,7.10,0.90,9.80,0.80,5.40,3.01,Moderate,14.20
1240,6.10,3.10,6.00,0.50,8.30,2.90,Moderate,18.00
1241,7.40,0.00,5.40,4.80,6.40,3.14,High,18.60
1242,9.30,2.70,5.30,4.70,2.00,3.41,High,18.70
1243,9.20,3.20,7.50,1.00,3.10,3.48,High,16.50
1244,9.90,0.60,6.10,1.30,6.10,3.63,High,17.90
1245,9.00,0.70,5.30,6.00,3.00,3.56,High,18.70
1246,7.80,3.60,9.60,0.00,3.00,3.09,Moderate,14.40
